playerID,yearID,stint,teamID,lgID,G,AB,R,H,X2B,X3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
aasedo01,1990,1,LAN,NL,32,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abadan01,2001,1,OAK,AL,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abadan01,2003,1,BOS,AL,9,17,1,2,0,0,0,0.0,0.0,1.0,2,5.0,0.0,0.0,0.0,0.0,1.0
abadan01,2006,1,CIN,NL,5,3,0,0,0,0,0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0
abadfe01,2010,1,HOU,NL,22,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
abadfe01,2011,1,HOU,NL,29,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abadfe01,2012,1,HOU,NL,37,7,0,1,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,1.0
abadfe01,2013,1,WAS,NL,39,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abadfe01,2014,1,OAK,AL,69,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abadfe01,2015,1,OAK,AL,62,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abadfe01,2016,2,BOS,AL,18,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abadfe01,2016,1,MIN,AL,39,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
abadfe01,2017,1,BOS,AL,48,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abadfe01,2019,1,SFN,NL,21,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abadfe01,2021,1,BAL,AL,16,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abadfe01,2023,1,COL,NL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abadijo01,1875,2,BR2,,1,4,1,1,0,0,0,1.0,0.0,0.0,0,0.0,,,,,0.0
abadijo01,1875,1,PH3,,11,45,3,10,0,0,0,4.0,1.0,0.0,0,3.0,,,,,0.0
abbated01,1897,1,PHI,NL,3,10,0,3,0,0,0,0.0,0.0,,1,2.0,,0.0,0.0,,
abbated01,1898,1,PHI,NL,25,92,9,21,4,0,0,14.0,4.0,,7,15.0,,1.0,2.0,,
abbated01,1903,1,BSN,NL,136,489,61,111,18,5,1,46.0,23.0,,52,36.0,,4.0,17.0,,
abbated01,1904,1,BSN,NL,154,579,76,148,18,10,3,54.0,24.0,,40,55.0,,5.0,13.0,,
abbated01,1905,1,BSN,NL,153,610,70,170,25,12,3,41.0,30.0,,35,51.0,,8.0,5.0,,
abbated01,1907,1,PIT,NL,147,496,63,130,14,7,2,82.0,35.0,,65,48.0,,8.0,22.0,,
abbated01,1908,1,PIT,NL,146,500,43,125,16,7,1,61.0,22.0,,58,49.0,,7.0,25.0,,
abbated01,1909,1,PIT,NL,36,87,13,20,0,0,1,16.0,2.0,,19,11.0,,0.0,1.0,,
abbated01,1910,2,BSN,NL,52,178,20,44,4,2,0,10.0,2.0,,12,16.0,,0.0,8.0,,
abbated01,1910,1,PIT,NL,3,3,0,0,0,0,0,0.0,0.0,,0,0.0,,0.0,0.0,,
abbeybe01,1892,1,WAS,NL,27,75,5,9,1,0,0,3.0,2.0,,9,27.0,,0.0,,,
abbeybe01,1893,1,CHN,NL,7,26,2,6,1,0,0,2.0,0.0,,2,3.0,,0.0,,,
abbeybe01,1894,1,CHN,NL,11,39,3,5,0,0,0,4.0,1.0,,2,7.0,,0.0,2.0,,
abbeybe01,1895,2,BRO,NL,8,19,4,5,0,1,0,1.0,0.0,,2,4.0,,0.0,0.0,,
abbeybe01,1895,1,CHN,NL,1,3,0,1,0,0,0,0.0,0.0,,0,0.0,,0.0,0.0,,
abbeybe01,1896,1,BRO,NL,25,63,7,12,1,2,0,7.0,0.0,,6,13.0,,0.0,4.0,,
abbeych01,1893,1,WAS,NL,31,116,11,30,1,4,0,12.0,9.0,,12,6.0,,1.0,,,
abbeych01,1894,1,WAS,NL,129,523,95,164,26,18,7,101.0,31.0,,58,38.0,,7.0,1.0,,
abbeych01,1895,1,WAS,NL,133,516,102,142,14,10,8,84.0,28.0,,43,43.0,,7.0,5.0,,
abbeych01,1896,1,WAS,NL,79,301,47,79,12,6,1,49.0,16.0,,27,20.0,,4.0,10.0,,
abbeych01,1897,1,WAS,NL,80,300,52,78,14,8,3,34.0,9.0,,27,15.0,,4.0,3.0,,
abbotan01,2023,1,CIN,NL,21,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotan01,2024,1,CIN,NL,25,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotco01,2021,1,CHN,NL,8,3,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
abbotco01,2022,1,WAS,NL,16,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotco01,2023,1,WAS,NL,22,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotda01,1890,1,TL2,AA,3,7,0,1,0,1,0,1.0,1.0,,0,,,0.0,,,
abbotfr01,1903,1,CLE,AL,77,255,25,60,11,3,1,25.0,8.0,,7,25.0,,5.0,9.0,,
abbotfr01,1904,1,CLE,AL,41,130,14,22,4,2,0,12.0,2.0,,6,27.0,,0.0,5.0,,
abbotfr01,1905,1,PHI,NL,42,128,9,25,6,1,0,12.0,4.0,,6,23.0,,3.0,6.0,,
abbotgl01,1973,1,OAK,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotgl01,1974,1,OAK,AL,19,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotgl01,1975,1,OAK,AL,30,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotgl01,1976,1,OAK,AL,19,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotgl01,1977,1,SEA,AL,36,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotgl01,1978,1,SEA,AL,29,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotgl01,1979,1,SEA,AL,23,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotgl01,1980,1,SEA,AL,31,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotgl01,1981,1,SEA,AL,22,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotgl01,1983,2,DET,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotgl01,1983,1,SEA,AL,14,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotgl01,1984,1,DET,AL,13,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotje01,1997,1,CHA,AL,19,38,8,10,1,0,1,2.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,3.0
abbotje01,1998,1,CHA,AL,89,244,33,68,14,1,12,41.0,3.0,3.0,9,28.0,1.0,0.0,2.0,5.0,2.0
abbotje01,1999,1,CHA,AL,17,57,5,9,0,0,2,6.0,1.0,1.0,5,12.0,0.0,0.0,1.0,1.0,4.0
abbotje01,2000,1,CHA,AL,80,215,31,59,15,1,3,29.0,2.0,1.0,21,38.0,1.0,2.0,2.0,1.0,2.0
abbotje01,2001,1,FLO,NL,28,42,5,11,3,0,0,5.0,0.0,0.0,3,7.0,0.0,1.0,0.0,0.0,1.0
abbotji01,1989,1,CAL,AL,29,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotji01,1990,1,CAL,AL,33,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotji01,1991,1,CAL,AL,34,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotji01,1992,1,CAL,AL,29,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotji01,1993,1,NYA,AL,32,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotji01,1994,1,NYA,AL,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotji01,1995,2,CAL,AL,13,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotji01,1995,1,CHA,AL,17,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotji01,1996,1,CAL,AL,27,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotji01,1998,1,CHA,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotji01,1999,1,MIL,NL,20,21,0,2,0,0,0,3.0,0.0,0.0,0,10.0,0.0,0.0,3.0,0.0,0.0
abbotku01,1993,1,OAK,AL,20,61,11,15,1,0,3,9.0,2.0,0.0,3,20.0,0.0,0.0,3.0,0.0,3.0
abbotku01,1994,1,FLO,NL,101,345,41,86,17,3,9,33.0,3.0,0.0,16,98.0,1.0,5.0,3.0,2.0,5.0
abbotku01,1995,1,FLO,NL,120,420,60,107,18,7,17,60.0,4.0,3.0,36,110.0,4.0,5.0,2.0,5.0,6.0
abbotku01,1996,1,FLO,NL,109,320,37,81,18,7,8,33.0,3.0,3.0,22,99.0,1.0,3.0,4.0,0.0,7.0
abbotku01,1997,1,FLO,NL,94,252,35,69,18,2,6,30.0,3.0,1.0,14,68.0,3.0,1.0,6.0,0.0,5.0
abbotku01,1998,2,COL,NL,42,71,9,18,6,0,3,15.0,0.0,0.0,2,19.0,0.0,1.0,0.0,2.0,2.0
abbotku01,1998,1,OAK,AL,35,123,17,33,7,1,2,9.0,2.0,1.0,10,34.0,0.0,1.0,1.0,1.0,3.0
abbotku01,1999,1,COL,NL,96,286,41,78,17,2,8,41.0,3.0,2.0,16,69.0,0.0,0.0,2.0,1.0,4.0
abbotku01,2000,1,NYN,NL,79,157,22,34,7,1,6,12.0,1.0,1.0,14,51.0,2.0,1.0,0.0,1.0,2.0
abbotku01,2001,1,ATL,NL,6,9,0,2,0,0,0,0.0,1.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
abbotky01,1991,1,CAL,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotky01,1992,1,PHI,NL,31,29,1,2,1,0,0,2.0,0.0,0.0,1,18.0,0.0,0.0,6.0,0.0,0.0
abbotky01,1995,1,PHI,NL,18,2,1,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0
abbotky01,1996,1,CAL,AL,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotod01,1910,1,SLN,NL,22,70,2,13,2,1,0,6.0,3.0,,6,20.0,,0.0,6.0,,
abbotpa01,1990,1,MIN,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotpa01,1991,1,MIN,AL,15,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotpa01,1992,1,MIN,AL,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotpa01,1993,1,CLE,AL,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotpa01,1998,1,SEA,AL,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotpa01,1999,1,SEA,AL,25,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotpa01,2000,1,SEA,AL,35,5,1,2,1,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
abbotpa01,2001,1,SEA,AL,28,4,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0
abbotpa01,2002,1,SEA,AL,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotpa01,2003,1,KCA,AL,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abbotpa01,2004,2,PHI,NL,10,11,1,2,0,0,0,2.0,0.0,0.0,0,4.0,0.0,0.0,3.0,0.0,0.0
abbotpa01,2004,1,TBA,AL,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
aberal01,1950,1,CLE,AL,1,2,0,0,0,0,0,0.0,0.0,0.0,1,1.0,,0.0,0.0,,0.0
aberal01,1953,1,CLE,AL,6,0,0,0,0,0,0,0.0,0.0,0.0,2,0.0,,0.0,0.0,,0.0
aberal01,1953,2,DET,AL,17,23,2,3,0,0,0,2.0,0.0,0.0,1,6.0,,0.0,1.0,,0.0
aberal01,1954,1,DET,AL,32,39,3,5,0,0,0,3.0,0.0,0.0,2,17.0,,0.0,3.0,1.0,1.0
aberal01,1955,1,DET,AL,39,17,0,1,0,0,0,0.0,0.0,0.0,0,9.0,0.0,0.0,2.0,0.0,1.0
aberal01,1956,1,DET,AL,42,10,0,3,0,0,0,0.0,0.0,0.0,1,4.0,0.0,0.0,2.0,0.0,0.0
aberal01,1957,1,DET,AL,28,8,0,1,0,0,0,1.0,0.0,0.0,1,4.0,0.0,0.0,0.0,0.0,0.0
aberal01,1957,2,KC1,AL,3,1,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abercda01,1871,1,TRO,,1,4,0,0,0,0,0,0.0,0.0,0.0,0,0.0,,,,,0.0
abercre01,2006,1,FLO,NL,111,255,39,54,12,2,5,24.0,6.0,5.0,18,78.0,2.0,3.0,4.0,1.0,2.0
abercre01,2007,1,FLO,NL,35,76,16,15,3,0,2,5.0,7.0,1.0,2,22.0,0.0,2.0,0.0,0.0,1.0
abercre01,2008,1,HOU,NL,34,55,10,17,5,0,2,5.0,5.0,2.0,1,23.0,0.0,2.0,1.0,1.0,0.0
abernbi01,1952,1,CLE,AL,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,,0.0,0.0,,0.0
abernbr01,2001,1,TBA,AL,79,304,43,82,17,1,5,33.0,8.0,3.0,27,35.0,1.0,0.0,3.0,1.0,3.0
abernbr01,2002,1,TBA,AL,117,463,46,112,18,4,2,40.0,10.0,4.0,25,46.0,0.0,6.0,8.0,2.0,8.0
abernbr01,2003,2,KCA,AL,10,27,2,2,0,0,0,0.0,0.0,0.0,1,3.0,0.0,0.0,2.0,0.0,2.0
abernbr01,2003,1,TBA,AL,2,7,1,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abernbr01,2005,1,MIN,AL,24,67,5,16,1,0,1,6.0,2.0,0.0,7,9.0,0.0,1.0,3.0,1.0,2.0
abernte01,1942,1,PHA,AL,1,0,0,0,0,0,0,0.0,0.0,0.0,1,0.0,,0.0,0.0,,0.0
abernte01,1943,1,PHA,AL,5,4,0,1,0,0,0,0.0,0.0,0.0,0,2.0,,0.0,0.0,,0.0
abernte01,1944,1,PHA,AL,1,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,,0.0,0.0,,0.0
abernte02,1955,1,WS1,AL,40,26,1,4,0,0,0,0.0,0.0,0.0,0,6.0,0.0,0.0,4.0,0.0,1.0
abernte02,1956,1,WS1,AL,5,11,1,2,0,0,0,1.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,0.0
abernte02,1957,1,WS1,AL,26,24,3,4,1,0,0,1.0,0.0,0.0,1,5.0,0.0,1.0,2.0,0.0,2.0
abernte02,1960,1,WS1,AL,2,1,1,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abernte02,1963,1,CLE,AL,43,5,1,2,1,0,0,0.0,0.0,0.0,1,2.0,0.0,0.0,1.0,0.0,0.0
abernte02,1964,1,CLE,AL,53,6,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,1.0,0.0,0.0
abernte02,1965,1,CHN,NL,84,18,1,3,0,0,0,2.0,0.0,0.0,0,7.0,0.0,1.0,3.0,0.0,0.0
abernte02,1966,2,ATL,NL,38,8,0,2,0,0,0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0
abernte02,1966,1,CHN,NL,20,4,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
abernte02,1967,1,CIN,NL,70,17,0,1,0,0,0,2.0,0.0,0.0,0,10.0,0.0,0.0,0.0,0.0,1.0
abernte02,1968,1,CIN,NL,78,17,2,0,0,0,0,0.0,0.0,0.0,3,12.0,0.0,0.0,0.0,0.0,0.0
abernte02,1969,1,CHN,NL,56,8,1,2,1,0,0,1.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
abernte02,1970,1,CHN,NL,11,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
abernte02,1970,3,KCA,AL,36,14,1,3,0,0,0,2.0,0.0,0.0,0,5.0,0.0,0.0,3.0,0.0,0.0
abernte02,1970,2,SLN,NL,11,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0
abernte02,1971,1,KCA,AL,63,13,0,1,0,0,0,0.0,0.0,0.0,0,7.0,0.0,0.0,1.0,0.0,0.0
abernte02,1972,1,KCA,AL,45,6,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0
abernwo01,1946,1,NY1,NL,15,8,0,0,0,0,0,0.0,0.0,,0,4.0,,0.0,0.0,,0.0
abernwo01,1947,1,NY1,NL,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
aberscl01,1947,1,CHN,NL,47,140,24,39,6,3,4,20.0,0.0,,20,32.0,,0.0,0.0,,5.0
aberscl01,1948,1,CHN,NL,12,32,1,6,1,0,1,6.0,0.0,,5,10.0,,0.0,0.0,,0.0
aberscl01,1949,1,CHN,NL,4,7,0,0,0,0,0,0.0,0.0,,0,2.0,,0.0,0.0,,1.0
ablesha01,1905,1,SLA,AL,6,10,0,0,0,0,0,0.0,0.0,,0,4.0,,0.0,0.0,,
ablesha01,1909,1,CLE,AL,5,12,0,0,0,0,0,0.0,1.0,,0,7.0,,0.0,0.0,,
ablesha01,1911,1,NYA,AL,3,4,0,0,0,0,0,0.0,0.0,,0,,,0.0,0.0,,
abnersh01,1987,1,SDN,NL,16,47,5,13,3,1,2,7.0,1.0,0.0,2,8.0,0.0,0.0,0.0,0.0,0.0
abnersh01,1988,1,SDN,NL,37,83,6,15,3,0,2,5.0,0.0,1.0,4,19.0,1.0,1.0,0.0,1.0,1.0
abnersh01,1989,1,SDN,NL,57,102,13,18,4,0,2,14.0,1.0,0.0,5,20.0,2.0,0.0,0.0,1.0,1.0
abnersh01,1990,1,SDN,NL,91,184,17,45,9,0,1,15.0,2.0,3.0,9,28.0,1.0,2.0,2.0,1.0,3.0
abnersh01,1991,2,CAL,AL,41,101,12,23,6,1,2,9.0,1.0,2.0,4,18.0,0.0,0.0,0.0,0.0,3.0
