name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last
flowers,tyler,452095,flowt001,flowety01,9134,2009.0,2020.0
roe,chaz,475054,roe-c001,roech01,9866,2013.0,2021.0
boyer,blaine,430641,boyeb001,boyerbl01,2237,2005.0,2018.0
lewis,colby,407890,lewic001,lewisco01,1259,2002.0,2016.0
martin,chris,455119,martc007,martich02,11847,2014.0,2026.0
venters,jonny,458924,ventj001,ventejo01,7175,2010.0,2019.0
manship,jeff,453249,mansj001,manshje01,6865,2009.0,2016.0
pagán,ángel,434636,pagaa001,paganan01,2918,2006.0,2016.0
teixeira,mark,407893,teixm001,teixema01,1281,2003.0,2016.0
cain,lorenzo,456715,cainl001,cainlo01,9077,2010.0,2022.0
infante,omar,408299,infao001,infanom01,1609,2002.0,2016.0
adduci,jim,451192,adduj002,adducji02,6448,2013.0,2019.0
parra,gerardo,467827,parrg001,parrage01,8553,2009.0,2021.0
wilson,justin,458677,wilsj004,wilsoju10,4301,2012.0,2025.0
petit,yusmeiro,433589,petiy001,petityu01,4020,2006.0,2021.0
hughes,jared,453172,hughj001,hugheja02,9325,2011.0,2020.0
johnson,reed,407862,johnr008,johnsre02,1702,2003.0,2015.0
markakis,nick,455976,markn001,markani01,5930,2006.0,2020.0
liriano,francisco,434538,lirif001,liriafr01,3201,2005.0,2019.0
carter,chris,474892,cartc002,cartech02,9911,2010.0,2017.0
detwiler,ross,446321,detwr001,detwiro01,2859,2007.0,2022.0
guthrie,jeremy,425386,guthj001,guthrje01,2072,2004.0,2017.0
socolovich,miguel,462515,socom001,socolmi01,6697,2012.0,2018.0
dunn,mike,445197,dunnm002,dunnmi01,9948,2009.0,2019.0
huff,david,453307,huffd001,huffda01,4257,2009.0,2016.0
machi,jean,466948,machj002,machije01,3220,2012.0,2017.0
maxwell,justin,452239,maxwj002,maxweju01,6827,2007.0,2015.0
papelbon,jonathan,449097,papej001,papeljo01,5975,2005.0,2016.0
pujols,albert,405395,pujoa001,pujolal01,1177,2001.0,2022.0
o'flaherty,eric,447714,oflae001,oflaher01,5746,2006.0,2017.0
victorino,shane,425664,victs001,victosh01,1677,2003.0,2015.0
schumaker,skip,435401,schus001,schumsk01,3704,2005.0,2015.0
morton,charlie,450203,mortc002,mortoch02,4676,2008.0,2025.0
shields,james,448306,shiej002,shielja02,7059,2006.0,2018.0
lowe,mark,450275,lowem002,lowema01,7416,2006.0,2016.0
granderson,curtis,434158,granc001,grandcu01,4747,2004.0,2019.0
affeldt,jeremy,346793,affej001,affelje01,583,2002.0,2015.0
greinke,zack,425844,greiz001,greinza01,1943,2004.0,2023.0
frieri,ernesto,457117,friee001,frierer01,5178,2009.0,2017.0
easley,ed,446225,easle001,easleed01,2487,2015.0,2015.0
conger,hank,474233,congh001,congeha01,2505,2010.0,2016.0
watson,tony,453265,watst001,watsoto01,3132,2011.0,2021.0
hochevar,luke,460024,hochl001,hochelu01,6943,2007.0,2016.0
ondrusek,logan,446185,ondrl001,ondrulo01,3677,2010.0,2016.0
eveland,dana,445968,eveld001,evelada01,5508,2005.0,2016.0
encarnación,edwin,429665,encae001,encared01,2151,2005.0,2020.0
gonzález,miguel,456068,gonzm003,gonzami03,7024,2012.0,2018.0
axford,john,446099,axfoj001,axforjo01,9059,2009.0,2021.0
drew,stephen,452220,drews001,drewst01,4251,2006.0,2017.0
peavy,jake,408241,peavj001,peavyja01,1051,2002.0,2016.0
navarro,dioner,425900,navad001,navardi01,3179,2004.0,2016.0
miller,andrew,453192,milla002,millean01,6785,2006.0,2021.0
harrison,matt,457448,harrm001,harrima01,5551,2008.0,2015.0
torres,alex,456776,torra002,torreal01,7038,2011.0,2015.0
haren,dan,429717,hared001,harenda01,1757,2003.0,2015.0
kazmir,scott,431148,kazms001,kazmisc01,4897,2004.0,2021.0
suzuki,ichiro,400085,suzui001,suzukic01,1101,2001.0,2019.0
cordier,erik,449170,corde001,cordier01,4086,2014.0,2015.0
mcgee,jake,459429,mcgej001,mcgeeja01,7550,2010.0,2022.0
reyes,josé,408314,reyej001,reyesjo01,1736,2003.0,2018.0
chirinos,robinson,455139,chirr001,chiriro01,3142,2011.0,2022.0
herrera,jonathan,468406,herrj002,herrejo03,4182,2008.0,2015.0
burnett,a. j.,150359,burna001,burnea.01,512,1999.0,2015.0
lynn,lance,458681,lynnl001,lynnla01,2520,2011.0,2024.0
johnson,dan,430681,johnd004,johnsda06,2167,2005.0,2015.0
motte,jason,435400,mottj001,motteja01,5861,2008.0,2017.0
cervelli,francisco,465041,cervf001,cervefr01,5275,2008.0,2020.0
stewart,chris,455755,stewc001,stewach01,3878,2006.0,2018.0
laird,gerald,408042,lairg001,lairdge01,1698,2003.0,2015.0
piña,manny,444489,pinam001,pinama01,2829,2011.0,2023.0
gardner,brett,458731,gardb001,gardnbr01,9927,2008.0,2021.0
mccutchen,andrew,457705,mccua001,mccutan01,9847,2009.0,2026.0
morales,kendrys,434778,morak001,moralke01,8610,2006.0,2019.0
laroche,adam,425560,laroa001,larocad01,1904,2004.0,2015.0
narveson,chris,429780,narvc001,narvech01,2141,2006.0,2016.0
guerra,javy,457915,guerj002,guerrja01,7407,2011.0,2021.0
medlen,kris,450665,medlk001,medlekr01,9417,2009.0,2018.0
young,chris,455759,younc004,youngch04,3882,2006.0,2018.0
davis,chris,448801,davic003,davisch02,9272,2008.0,2020.0
estrada,marco,462136,estrm001,estrama01,1118,2008.0,2019.0
weeks,jemile,457789,weekj001,weeksje01,2498,2011.0,2016.0
hundley,nick,460026,hundn001,hundlni01,3376,2008.0,2019.0
swarzak,anthony,461872,swara001,swarzan01,7466,2009.0,2021.0
ogando,alexi,468396,ogana001,ogandal01,10261,2010.0,2018.0
dickey,r. a.,285079,dickr001,dicker.01,1245,2001.0,2017.0
beltrán,carlos,136860,beltc001,beltrca01,589,1998.0,2017.0
griffin,a. j.,456167,grifa002,griffaj01,11132,2012.0,2017.0
butler,billy,456714,butlb003,butlebi03,7399,2007.0,2016.0
bailey,andrew,457732,baila001,bailean01,1368,2009.0,2017.0
kratz,erik,456124,krate001,kratzer01,4403,2010.0,2020.0
turner,justin,457759,turnj001,turneju01,5235,2009.0,2025.0
volstad,chris,458690,volsc001,volstch01,9901,2008.0,2018.0
melancon,mark,453343,melam001,melanma01,4264,2009.0,2022.0
gómez,carlos,460576,gomec002,gomezca01,4881,2007.0,2019.0
romak,jamie,457449,romaj003,romakja01,5552,2014.0,2015.0
rogers,esmil,469134,rogee002,rogeres01,6317,2009.0,2015.0
utley,chase,400284,utlec001,utleych01,1679,2003.0,2018.0
peña,ramiro,455369,penar002,penara02,8841,2009.0,2016.0
uribe,juan,346874,uribj002,uribeju01,454,2001.0,2016.0
holliday,matt,407812,hollm001,hollima01,1873,2004.0,2018.0
cruz,nelson,443558,cruzn002,cruzne02,2434,2005.0,2023.0
choate,randy,329092,choar001,choatra01,813,2000.0,2015.0
vólquez,edinson,450172,volqe001,volqued01,3990,2005.0,2020.0
richard,clayton,453385,richc002,richacl01,3551,2008.0,2019.0
hawkins,latroy,115629,hawkl001,hawkila01,729,1995.0,2015.0
petricka,jake,502593,petrj001,petrija01,10534,2013.0,2021.0
kiekhefer,dean,518883,kiekd001,kiekhde01,10529,2016.0,2018.0
miller,justin,502522,millj006,milleju02,8580,2014.0,2021.0
zimmermann,jordan,519455,zimmj003,zimmejo02,4505,2009.0,2021.0
otero,dan,519096,oterd001,oteroda01,7385,2012.0,2019.0
ynoa,rafael,501255,ynoar001,ynoara01,2832,2014.0,2016.0
nava,daniel,537953,navad002,navada01,5450,2010.0,2017.0
cowgill,collin,518577,cowgc001,cowgico01,7250,2011.0,2016.0
barnes,brandon,488681,barnb002,barnebr02,629,2012.0,2018.0
lowrie,jed,476704,lowrj001,lowrije01,4418,2008.0,2022.0
green,grant,502205,greeg002,greengr01,10053,2013.0,2017.0
may,trevor,543507,may-t001,maytr01,6398,2014.0,2023.0
davis,khris,501981,davik003,daviskh01,9112,2013.0,2021.0
mesoraco,devin,519023,mesod001,mesorde01,5666,2011.0,2018.0
puello,césar,527049,puelc001,puellce01,7216,2017.0,2020.0
romo,sergio,489265,romos001,romose01,9817,2008.0,2022.0
ross,tyson,475115,rosst001,rossty01,7872,2010.0,2019.0
lemahieu,dj,518934,lemad001,lemahdj01,9874,2011.0,2025.0
morrison,logan,489149,morrl001,morrilo01,9205,2010.0,2020.0
duensing,brian,488846,duenb001,duensbr01,4064,2009.0,2018.0
lucroy,jonathan,518960,lucrj001,lucrojo01,7870,2010.0,2021.0
kelley,shawn,518875,kells001,kellesh01,7773,2009.0,2019.0
gomes,yan,543228,gomey001,gomesya01,9627,2012.0,2024.0
gómez,jeanmar,491646,gomej002,gomezje01,9033,2010.0,2019.0
peña,francisco,506747,penaf001,penafr01,8298,2014.0,2018.0
aguilar,jesús,542583,aguij001,aguilje01,11342,2014.0,2023.0
blair,carson,542942,blaic001,blairca01,5429,2015.0,2015.0
medina,yoervis,500721,mediy001,medinyo01,10498,2013.0,2015.0
jackson,jay,543351,jackj001,jacksja01,7432,2015.0,2024.0
kershaw,clayton,477132,kersc001,kershcl01,2036,2008.0,2025.0
maurer,brandon,543506,maurb001,maurebr01,4878,2013.0,2018.0
pérez,hernán,541650,pereh001,perezhe01,5751,2012.0,2021.0
beeler,dallas,542923,beeld001,beeleda01,11471,2014.0,2015.0
de la cruz,joel,503444,delaj003,delacjo01,12825,2016.0,2016.0
de la rosa,rubby,523989,delar003,delarru01,3862,2011.0,2017.0
chatwood,tyler,543022,chatt001,chatwty01,4338,2011.0,2021.0
withrow,chris,519437,withc001,withrch01,7161,2013.0,2016.0
castro,ángel,502162,casta004,castran01,3243,2015.0,2015.0
worth,danny,519445,wortd001,worthda01,198,2010.0,2016.0
blash,jabari,518466,blasj001,blashja01,11247,2016.0,2018.0
rizzo,anthony,519203,rizza001,rizzoan01,3473,2011.0,2024.0
rosales,adam,489267,rosaa001,rosalad01,9682,2008.0,2018.0
gurka,jason,543261,gurkj001,gurkaja01,8007,2015.0,2017.0
jungmann,taylor,543380,jungt001,jungmta01,13119,2015.0,2017.0
reynolds,matt,519186,reynm002,reynoma02,8887,2010.0,2016.0
gamboa,eddie,543195,gambe001,gamboed01,6911,2016.0,2016.0
hand,brad,543272,handb001,handbr01,9111,2011.0,2023.0
nicasio,juan,504379,nicaj001,nicasju01,7731,2011.0,2020.0
bolsinger,mike,502211,bolsm001,bolsimi01,11137,2014.0,2017.0
marte,starling,516782,marts002,martest01,9241,2012.0,2026.0
martínez,josé,500874,martj008,martijo08,7996,2016.0,2020.0
meyer,alex,543542,meyea001,meyeral01,12833,2015.0,2017.0
rondón,bruce,541652,rondb001,rondobr01,5766,2013.0,2018.0
álvarez,henderson,506693,alvah001,alvarhe01,5669,2011.0,2017.0
leon,arnold,504186,leona001,leonar01,5595,2015.0,2016.0
murphy,daniel,502517,murpd006,murphda08,4316,2008.0,2020.0
vizcaíno,arodys,527055,vizca001,vizcaar01,5498,2011.0,2022.0
ozuna,marcell,542303,ozunm001,ozunama01,10324,2013.0,2026.0
marrero,chris,502029,marrc001,marrech01,2852,2011.0,2017.0
ottavino,adam,493603,ottaa001,ottavad01,1247,2010.0,2025.0
solano,jhonatan,500207,solaj002,solanjh01,7515,2012.0,2015.0
strickland,hunter,519326,strih001,strichu01,7836,2014.0,2025.0
guilmet,preston,543258,guilp001,guilmpr01,7303,2013.0,2021.0
graterol,juan,492802,gratj001,grateju01,5398,2016.0,2019.0
amarista,alexi,506560,amara001,amarial01,9063,2011.0,2017.0
miller,brad,543543,millb002,millebr02,12775,2013.0,2023.0
gosewisch,tuffy,488912,goset001,gosewtu01,5277,2013.0,2017.0
higashioka,kyle,543309,higak001,higasky01,5517,2017.0,2026.0
tillman,chris,501957,tillc001,tillmch01,5279,2009.0,2018.0
desclafani,anthony,543101,desca001,desclan01,13050,2014.0,2025.0
quackenbush,kevin,534812,quack001,quackke01,12360,2014.0,2021.0
álvarez,pedro,476883,alvap001,alvarpe01,2495,2010.0,2018.0
hernández,gorkys,491676,herng001,hernago01,4146,2012.0,2019.0
lee,dae-ho,493193,lee-d004,leeda02,18722,2016.0,2016.0
jiménez,a. j.,543362,jimea001,jimenaj01,7077,2017.0,2017.0
moncrief,carlos,519037,moncc001,moncrca01,7511,2017.0,2017.0
caminero,arquimedes,491708,camia001,caminar01,8992,2013.0,2016.0
cosart,jarred,543054,cosaj001,cosarja01,10304,2013.0,2017.0
hayes,drew,502457,hayed001,hayesdr01,10528,2016.0,2016.0
chisenhall,lonnie,502082,chisl001,chiselo01,7571,2011.0,2018.0
sucre,jesús,491696,sucrj001,sucreje01,5942,2013.0,2019.0
hatcher,chris,501822,hatcc002,hatchch02,3299,2010.0,2018.0
liriano,rymer,542642,lirir001,liriary01,4779,2014.0,2017.0
conley,adam,543045,conla001,conlead01,14457,2015.0,2021.0
porcello,rick,519144,porcr001,porceri01,2717,2009.0,2020.0
house,t. j.,543334,houst002,housetj01,9121,2014.0,2017.0
mcgough,scott,543518,mcgos001,mcgousc01,12056,2015.0,2025.0
moore,matt,519043,moorm003,moorema02,1890,2011.0,2024.0
robinson,clint,519208,robic001,robincl01,6908,2012.0,2016.0
miley,wade,489119,milew001,mileywa01,8779,2011.0,2025.0
colón,christian,518568,coloc002,colonch01,11145,2014.0,2020.0
venditte,pat,519381,vendp001,vendipa01,7108,2015.0,2020.0
revere,ben,519184,reveb001,reverbe01,4712,2010.0,2017.0
jordan,taylor,518863,jordt001,jordata01,10466,2013.0,2015.0
d'arnaud,travis,518595,darnt001,darnatr01,7739,2013.0,2026.0
romine,austin,519222,romia002,rominau01,5491,2011.0,2022.0
anderson,chase,502624,andec001,anderch01,6895,2014.0,2024.0
freeman,freddie,518692,freef001,freemfr01,5361,2010.0,2026.0
terdoslavich,joey,519345,terdj001,terdojo01,10593,2013.0,2015.0
schafer,logan,502582,schal001,schaflo01,7937,2011.0,2016.0
storen,drew,519322,stord001,storedr01,6983,2010.0,2017.0
carpenter,david,502304,carpd001,carpeda01,3959,2011.0,2019.0
sánchez,adrián,506703,sanca007,sanchad01,11338,2017.0,2021.0
boxberger,brad,502202,boxbb001,boxbebr01,10133,2012.0,2023.0
rosario,wilin,501647,rosaw001,rosarwi01,8002,2011.0,2015.0
galvis,freddy,520471,galvf001,galvifr01,6609,2012.0,2021.0
axelrod,dylan,518420,axeld001,axelrdy01,9303,2011.0,2015.0
lombardozzi,steve,543459,lombs002,lombast02,5422,2011.0,2017.0
armstrong,shawn,542888,armss001,armstsh01,12857,2015.0,2026.0
davis,taylor,543089,davit004,davista01,12782,2017.0,2021.0
burns,billy,542993,burnb002,burnsbi02,12701,2014.0,2017.0
beckham,tim,542921,beckt001,beckhti01,7949,2013.0,2022.0
rojas,miguel,500743,rojam002,rojasmi02,7802,2014.0,2026.0
colabello,chris,499624,colac001,colabch01,13051,2013.0,2016.0
smith,will,519293,smitw002,smithwi04,8048,2012.0,2024.0
gentry,craig,502226,gentc001,gentrcr01,9571,2009.0,2018.0
galloway,isaac,543194,galli001,gallois01,5238,2018.0,2019.0
garza,matt,490063,garzm001,garzama01,3340,2006.0,2017.0
tejada,rubén,514913,tejar001,tejadru01,5519,2010.0,2019.0
feliz,neftalí,491703,felin001,felizne01,18,2009.0,2021.0
melville,tim,543532,melvt001,melviti01,9149,2016.0,2019.0
drake,oliver,543118,drako001,drakeol01,8823,2015.0,2020.0
cashner,andrew,488768,casha001,cashnan01,8782,2010.0,2019.0
zagurski,mike,489448,zagum001,zagurmi01,9683,2007.0,2018.0
norris,bud,502032,norrb001,norribu01,9492,2009.0,2018.0
hunter,tommy,488984,huntt002,hunteto02,1157,2008.0,2023.0
gillespie,cole,502261,gillc002,gilleco01,5888,2010.0,2016.0
bourjos,peter,488721,bourp001,bourjpe01,2578,2010.0,2019.0
hardy,blaine,543278,hardb001,hardybl01,6499,2014.0,2021.0
hendriks,liam,521230,hendl001,hendrli01,3548,2011.0,2025.0
hicks,john,543308,hickj001,hicksjo02,12547,2015.0,2021.0
burriss,emmanuel,502034,burre001,burriem01,2917,2008.0,2016.0
cruz,fernando,518585,cruzf002,cruzfe01,7048,2022.0,2026.0
donaldson,josh,518626,donaj001,donaljo02,5038,2010.0,2023.0
cardullo,stephen,506924,cards001,cardust01,11204,2016.0,2017.0
phelps,david,475479,pheld001,phelpda01,6316,2012.0,2022.0
escobar,yunel,488862,escoy001,escobyu01,4191,2007.0,2017.0
quintana,jose,500779,quinj001,quintjo01,11423,2012.0,2026.0
jennings,dan,543359,jennd003,jennida01,8073,2012.0,2019.0
huffman,chad,502151,huffc001,huffmch01,5311,2010.0,2017.0
britton,zack,502154,britz001,brittza01,3240,2011.0,2022.0
minor,mike,501985,minom001,minormi01,10021,2010.0,2022.0
grandal,yasmani,518735,grany001,grandya01,11368,2012.0,2024.0
crawford,brandon,543063,crawb001,crawfbr01,5343,2011.0,2024.0
craig,allen,501800,craia001,craigal01,3433,2010.0,2015.0
duffy,danny,518633,duffd001,duffyda01,3542,2011.0,2021.0
cole,taylor,518566,colet001,coleta01,11964,2017.0,2019.0
decker,jaff,543094,deckj001,deckeja01,7945,2013.0,2017.0
negrón,kristopher,502117,negrk001,negrokr01,5306,2012.0,2019.0
hague,matt,518755,hagum001,haguema01,7772,2012.0,2015.0
o'day,darren,503285,odayd001,odayda01,3321,2008.0,2022.0
bibens-dirkx,austin,502212,bibea001,bibenau01,9559,2017.0,2018.0
arcia,francisco,516472,arcif001,arciafr01,10286,2018.0,2018.0
parrino,andy,519107,parra001,parrian01,3972,2011.0,2015.0
peralta,wily,503449,peraw001,peralwi01,7738,2012.0,2022.0
arcia,oswaldo,542455,arcio001,arciaos01,10306,2013.0,2016.0
magill,matt,543483,magim001,magilma01,3950,2013.0,2020.0
rzepczynski,marc,519240,rzepm001,rzepcma01,6612,2009.0,2018.0
guaipe,mayckol,515052,guaim001,guaipma01,11663,2015.0,2016.0
harris,mitch,518771,harrm002,harrimi03,4530,2015.0,2015.0
cabrera,ramón,541608,cabrr001,cabrera01,10327,2015.0,2016.0
fryer,eric,518700,fryee001,fryerer01,8145,2011.0,2017.0
garcía,avisaíl,541645,garca003,garciav01,5760,2012.0,2024.0
pomeranz,drew,519141,pomed001,pomerdr01,11426,2011.0,2026.0
freese,david,501896,freed001,freesda01,9549,2009.0,2019.0
pérez,carlos,542208,perec003,perezca02,10642,2015.0,2023.0
gose,anthony,543238,gosea001,gosean01,5097,2012.0,2024.0
kelly,joe,523260,kellj001,kellyjo05,9761,2012.0,2024.0
scribner,evan,519267,scrie001,scribev01,7525,2011.0,2017.0
hoover,j. j.,543331,hoovj002,hoovejj01,9037,2012.0,2018.0
moustakas,mike,519058,mousm001,moustmi01,4892,2011.0,2023.0
teherán,julio,527054,tehej001,teherju01,6797,2011.0,2024.0
nelson,jimmy,519076,nelsj004,nelsoji02,10547,2013.0,2021.0
brown,domonic,502126,browd004,browndo01,3154,2010.0,2015.0
schlitter,brian,489295,schlb001,schlibr01,3599,2010.0,2019.0
andriese,matt,542882,andrm001,andrima01,12022,2015.0,2024.0
álvarez,josé,501625,alvaj003,alvarjo02,5358,2013.0,2022.0
archer,chris,502042,archc001,archech01,6345,2012.0,2022.0
parmelee,chris,476633,parmc001,parmech01,2554,2011.0,2016.0
flynn,brian,543169,flynb001,flynnbr01,12027,2013.0,2019.0
jeffress,jeremy,502026,jeffj001,jeffrje01,9490,2010.0,2020.0
osuna,roberto,532077,osunr001,osunaro01,13764,2015.0,2020.0
hernández,césar,514917,hernc005,hernace02,10556,2013.0,2022.0
barnette,tony,501817,barnt002,barneto01,3555,2016.0,2019.0
bettis,chad,518452,bettc001,bettich01,10587,2013.0,2019.0
chapman,kevin,502087,chapk002,chapmke02,11240,2013.0,2016.0
gagnon,drew,543193,gagnd001,gagnodr01,12545,2018.0,2019.0
lagares,juan,501571,lagaj001,lagarju01,5384,2013.0,2022.0
dykstra,allan,488852,dyksa001,dykstal01,9113,2015.0,2015.0
hunter,cedric,501986,huntc001,huntece01,2833,2011.0,2016.0
aoki,nori,493114,aokin001,aokino01,13075,2012.0,2017.0
cishek,steve,518553,cishs001,cishest01,6483,2010.0,2022.0
beckham,gordon,493596,beckg001,beckhgo01,9015,2009.0,2019.0
anderson,tyler,542881,andet002,anderty01,12880,2016.0,2025.0
gaviglio,sam,543208,gavis001,gavigsa01,12778,2017.0,2020.0
infante,greg,500872,infag001,infangr01,9119,2010.0,2018.0
dickson,brandon,505447,dickb001,dicksbr01,6979,2011.0,2021.0
castro,simón,501563,casts002,castrsi01,9243,2013.0,2017.0
kelly,ryan,502462,kellr001,kellyry01,4858,2015.0,2015.0
mahtook,mikie,543484,mahtm001,mahtomi01,13130,2015.0,2019.0
ramírez,josé,542432,ramij004,ramirjo02,10171,2014.0,2018.0
castellanos,humberto,528748,casth002,castehu01,21183,2020.0,2024.0
samardzija,jeff,502188,samaj001,samarje01,3254,2008.0,2020.0
colomé,alex,517008,coloa001,colomal01,6661,2013.0,2023.0
darvish,yu,506433,darvy001,darviyu01,13074,2012.0,2025.0
walden,marcus,519393,waldm002,waldema01,8004,2018.0,2020.0
mcfarland,t. j.,519008,mcfat001,mcfartj01,3237,2013.0,2025.0
lyles,jordan,543475,lylej001,lylesjo01,7593,2011.0,2024.0
hatley,marcus,502281,hatlm001,hatlema01,4002,2015.0,2015.0
holland,greg,518813,hollg001,hollagr01,7196,2010.0,2022.0
cahill,trevor,502239,cahit001,cahiltr01,6249,2009.0,2021.0
heston,chris,518790,hestc001,hestoch01,10302,2014.0,2017.0
barrett,aaron,502578,barra001,barreaa01,11243,2014.0,2020.0
brach,brad,542960,bracb001,brachbr01,6627,2011.0,2021.0
grimm,justin,518748,grimj002,grimmju01,11720,2012.0,2022.0
herrera,kelvin,516969,herrk001,herreke01,6033,2011.0,2020.0
valdez,césar,491624,valdc003,valdece01,9013,2010.0,2022.0
navarro,efren,519068,navae001,navaref01,9854,2011.0,2018.0
gale,rocky,502570,galer002,galero01,10533,2015.0,2019.0
lobstein,kyle,543456,lobsk001,lobstky01,9178,2014.0,2021.0
vogt,stephen,519390,vogts001,vogtst01,5000,2012.0,2022.0
souza,steven,519306,souzs001,souzast01,5667,2014.0,2022.0
dietrich,derek,518618,dietd001,dietrde01,10542,2013.0,2020.0
goldschmidt,paul,502671,goldp001,goldspa01,9218,2011.0,2026.0
carpenter,ryan,543001,carpr001,carpery01,12699,2018.0,2019.0
avila,alex,488671,avila001,avilaal01,7476,2009.0,2021.0
smith,joe,501925,smitj002,smithjo05,3281,2007.0,2022.0
adleman,tim,534947,adlet001,adlemti01,10968,2016.0,2017.0
peña,ariel,516414,penaa003,penaar01,10240,2015.0,2016.0
dean,pat,534737,deanp001,deanpa02,11350,2016.0,2016.0
castro,starlin,516770,casts001,castrst01,4579,2010.0,2021.0
pham,tommy,502054,phamt001,phamth01,2967,2014.0,2026.0
heyward,jason,518792,heywj001,heywaja01,4940,2010.0,2025.0
espino,paolo,502179,espip001,espinpa01,8246,2017.0,2024.0
culberson,charlie,518586,culbc001,culbech01,3298,2012.0,2023.0
kozma,pete,518902,kozmp001,kozmape01,2539,2011.0,2021.0
gee,dillon,518716,gee-d001,geedi01,7396,2010.0,2017.0
moylan,peter,493247,moylp001,moylape01,4891,2006.0,2018.0
federowicz,tim,543148,fedet001,federti01,8609,2011.0,2019.0
wood,travis,475243,woodt004,woodtr01,9884,2010.0,2017.0
warren,adam,476589,warra001,warread01,9029,2012.0,2019.0
norris,derek,519083,norrd001,norride01,6867,2012.0,2017.0
cisnero,josé,542585,cisnj001,cisnejo01,6399,2013.0,2024.0
adcock,nathan,502264,adcon001,adcocna01,3282,2011.0,2015.0
lafromboise,bobby,489039,lafrb001,lafrobo01,7758,2013.0,2015.0
bass,anthony,542914,bassa001,bassan01,7982,2011.0,2023.0
santana,danny,542454,santd001,santada01,10322,2014.0,2021.0
layne,tommy,518927,laynt001,layneto01,7501,2012.0,2017.0
araújo,elvis,542587,araue001,araujel01,12854,2015.0,2016.0
smoak,justin,475253,smoaj001,smoakju01,9054,2010.0,2020.0
gonzález,marwin,503556,gonzm002,gonzama01,5497,2012.0,2022.0
ashley,nevin,502213,ashln001,ashlene01,3274,2015.0,2015.0
grossman,robbie,543257,grosr001,grossro01,5254,2013.0,2024.0
pirela,josé,517369,pirej001,pireljo01,5485,2014.0,2019.0
karns,nate,501992,karnn001,karnsna01,12638,2013.0,2019.0
mariñez,jhan,501697,marij001,marinjh01,5830,2010.0,2018.0
middlebrooks,will,519025,middw001,middlwi01,7002,2012.0,2017.0
carrera,ezequiel,485567,carre001,carreez01,9048,2011.0,2017.0
burgos,enrique,542609,burge002,burgoen02,3895,2015.0,2016.0
sánchez,héctor,516949,sanch002,sanchhe01,10289,2011.0,2017.0
cruz,tony,488810,cruzt002,cruzto03,2802,2011.0,2018.0
chamberlain,joba,501955,chamj002,chambjo03,2692,2007.0,2016.0
gillaspie,conor,543216,gillc001,gillaco01,9009,2008.0,2017.0
jiménez,luis,499864,jimel002,jimenlu02,6341,2013.0,2015.0
dolis,rafael,503569,dolir001,dolisra01,4185,2011.0,2021.0
sierra,moisés,501213,sierm001,sierrmo01,6050,2012.0,2018.0
dominguez,matt,518625,domim001,dominma01,4903,2011.0,2016.0
méndez,román,542669,mendr002,mendero01,10307,2014.0,2015.0
carpenter,david,518526,carpd002,carpeda02,9244,2012.0,2015.0
freeman,mike,502273,freem002,freemmi01,11241,2016.0,2021.0
font,wilmer,521655,fontw001,fontwi01,5257,2012.0,2020.0
ramírez,erasmo,541640,ramie004,ramirer02,10314,2012.0,2025.0
marimón,sugar ray,516970,maris001,marimsu01,6027,2015.0,2015.0
kimbrel,craig,518886,kimbc001,kimbrcr01,6655,2010.0,2026.0
solís,sammy,519301,solis001,solissa01,11457,2015.0,2018.0
schugel,a. j.,519263,schua001,schugaj01,11432,2015.0,2017.0
brigham,jake,502010,brigj001,brighja01,2851,2015.0,2015.0
stanton,giancarlo,519317,stanm004,stantmi03,4949,2010.0,2026.0
koehler,tom,543408,koeht001,koehlto01,6570,2012.0,2017.0
pressly,ryan,519151,presr001,pressry01,7005,2013.0,2025.0
inciarte,ender,542255,incie001,inciaen01,4922,2014.0,2022.0
pestano,vinnie,502260,pestv001,pestavi01,4782,2010.0,2015.0
cook,ryan,475857,cookr001,cookry01,8855,2011.0,2018.0
bleier,richard,542947,bleir001,bleieri01,7803,2016.0,2023.0
marte,kelvin,517629,martk002,marteke02,5200,2016.0,2016.0
mccann,james,543510,mccaj001,mccanja02,12859,2014.0,2026.0
yates,kirby,489446,yatek001,yateski01,9073,2014.0,2025.0
johnson,steve,489002,johns001,johnsst02,4053,2012.0,2016.0
wilkins,andy,519421,wilka002,wilkian01,11251,2014.0,2016.0
campbell,eric,493472,campe001,campber01,6938,2014.0,2021.0
báez,pedro,520980,baezp001,baezpe01,5420,2014.0,2022.0
wada,tsuyoshi,493159,wadat001,wadats01,13046,2014.0,2015.0
rondon,jorge,504083,rondj001,rondojo01,5791,2014.0,2016.0
león,sandy,506702,leons001,leonsa01,5273,2012.0,2025.0
cobb,alex,502171,cobba001,cobbal01,6562,2011.0,2024.0
beliveau,jeff,542924,belij001,belivje01,8504,2012.0,2018.0
martinez,j. d.,502110,martj006,martijd02,6184,2011.0,2024.0
oh,seunghwan,493200,oh--s001,ohse01,18719,2016.0,2019.0
hahn,jesse,534910,hahnj001,hahnje01,13287,2014.0,2025.0
leake,mike,502190,leakm001,leakemi01,10130,2010.0,2019.0
szczur,matt,519333,szczm001,szczuma01,11255,2014.0,2018.0
harvey,matt,518774,harvm001,harvema01,11713,2012.0,2021.0
freeman,sam,518693,frees001,freemsa01,6832,2012.0,2020.0
